NewCode,NewCodeDesc,SameSimCode,CPTDesc,Comments
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90669,"Pneumococcal conjugate vaccine, 7 valent (PCV7), for intramuscular use",Present in Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90697,"Diphtheria, tetanus toxoids, acellular pertussis vaccine, inactivated poliovirus vaccine, Haemophilus influenzae type b PRP-OMP conjugate vaccine, and hepatitis B vaccine (DTaP-IPV-Hib-HepB), for intramuscular use",Present in Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90670,"Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use",Present in Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90646,"Hemophilus influenza b vaccine (Hib), PRP-D conjugate, for booster use only, intramuscular use",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J1443,"INJECTION, FERRIC PYROPHOSPHATE CITRATE SOLUTION, 0.1 MG OF IRON",Present Both in MD and Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",Q9976,"INJECTION, FERRIC PYROPHOSPHATE CITRATE SOLUTION, 0.1 MG OF IRON",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",82507,Citrate,Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",C9441,"INJECTION, FERRIC CARBOXYMALTOSE, 1 MG",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J1439,"INJECTION, FERRIC CARBOXYMALTOSE, 1 MG",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",83540,Iron,Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J0706,"INJECTION, CAFFEINE CITRATE, 5 MG",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J3010,"INJECTION, FENTANYL CITRATE, 0.1 MG",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J1756,"INJECTION, IRON SUCROSE, 1 MG",Present in Autoproposal
J1444,"Injection, ferric pyrophosphate citrate powder, 0.1 mg of iron",J9060,"INJECTION, CISPLATIN, POWDER OR SOLUTION, 10 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7613,"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 1 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7614,"LEVALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, 0.5 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7611,"ALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 1 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7612,"LEVALBUTEROL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, 0.5 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7626,"BUDESONIDE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, UP TO 0.5 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7608,"ACETYLCYSTEINE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER GRAM",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7686,"TREPROSTINIL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, 1.74 MG",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7648,"ISOETHARINE HCL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER MILLIGRAM",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7649,"ISOETHARINE HCL, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER MILLIGRAM",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7633,"BUDESONIDE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER 0.25 MILLIGRAM",Present in Autoproposal
J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through DME, 1 microgram",J7644,"IPRATROPIUM BROMIDE, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, PER MILLIGRAM",Present only by MD
J9030,"BCG live intravesical instillation, 1 mg",J9031,BCG (INTRAVESICAL) PER INSTILLATION,Present Both in MD and Autoproposal
J9030,"BCG live intravesical instillation, 1 mg",C9416,"BCG LIVE INTRAVESICAL, BRAND",Present in Autoproposal
J9030,"BCG live intravesical instillation, 1 mg",90586,"Bacillus Calmette-Guerin vaccine (BCG) for bladder cancer, live, for intravesical use",Present in Autoproposal
