CPTCode,CPTLongDesc
Q1004,NTIOL CATEGORY 4
Q1005,NTIOL CATEGORY 5
Q2001,ORAL CABERGOLINE 0.5 MG
Q2002,ELLIOTTS B SOLUTION PER ML
Q2003,"APROTININ, 10,000 KIU"
Q2004,BLADDER CALCULI IRRIG SOL
Q2005,CORTICORELIN OVINE TRIFLUTAT
Q2006,DIGOXIN IMMUNE FAB (OVINE)
Q2007,ETHANOLAMINE OLEATE 100 MG
Q2008,"FOMEPIZOLE, 15 MG"
Q2009,FOSPHENYTOIN INJ PE
Q2010,"GLATIRAMER ACETATE, PER DOSE"
Q2011,"HEMIN, PER 1 MG"
S0500,DISPOS CONT LENS
S0504,SINGL PRSCRP LENS
S0506,BIFOC PRSCP LENS
S0508,TRIFOC PRSCRP LENS
S0510,NON-PRSCRP LENS
S0512,DAILY CONT LENS
S0514,COLOR CONT LENS
S0515,SCLERAL LENS LIQUID BANDAGE
S0516,SAFETY FRAMES
S0518,SUNGLASS FRAMES
S0580,POLYCARB LENS
S0581,NONSTND LENS
S0590,MISC INTEGRAL LENS SERV
S0592,COMP CONT LENS EVAL
S0595,NEW LENSES IN PTS OLD FRAME
S0601,SCREENING PROCTOSCOPY
S0605,"DIGITAL RECTAL EXAMINATION,"
S0610,ANNUAL GYNECOLOGICAL EXAMINA
S0612,ANNUAL GYNECOLOGICAL EXAMINA
S0613,ANN BREAST EXAM
S0618,AUDIOMETRY FOR HEARING AID
S0620,ROUTINE OPHTHALMOLOGICAL EXA
S0621,ROUTINE OPHTHALMOLOGICAL EXA
L5814,ENDO KNEE-SHIN HYDRAL SWG PH
L5816,ENDO KNEE-SHIN POLYC MCH STA
L5818,ENDO KNEE-SHIN FRCT SWG & ST
L5822,ENDO KNEE-SHIN PNEUM SWG FRC
L5824,ENDO KNEE-SHIN FLUID SWING P
L5826,MINIATURE KNEE JOINT
L5828,ENDO KNEE-SHIN FLUID SWG/STA
L5830,ENDO KNEE-SHIN PNEUM/SWG PHA
L5840,MULTI-AXIAL KNEE/SHIN SYSTEM
L5845,KNEE-SHIN SYS STANCE FLEXION
L5846,KNEE-SHIN SYS MICROPROCESSOR
L5847,MICROPROCESSOR CNTRL FEATURE
L5848,KNEE-SHIN SYS HYDRAUL STANCE
L5850,ENDO AK/HIP KNEE EXTENS ASSI
L5855,MECH HIP EXTENSION ASSIST
L8002,BRST PRSTH BRA & BILAT FORM
L8010,MASTECTOMY SLEEVE
L8015,EXT BREASTPROSTHESIS GARMENT
L8020,MASTECTOMY FORM
L8030,BREAST PROSTHES W/O ADHESIVE
L8035,CUSTOM BREAST PROSTHESIS
L8039,BREAST PROSTHESIS NOS
L8040,NASAL PROSTHESIS
L8041,MIDFACIAL PROSTHESIS
L8042,ORBITAL PROSTHESIS
L8043,UPPER FACIAL PROSTHESIS
L8044,HEMI-FACIAL PROSTHESIS
L8045,AURICULAR PROSTHESIS
L8046,PARTIAL FACIAL PROSTHESIS
L8047,NASAL SEPTAL PROSTHESIS
L8048,UNSPEC MAXILLOFACIAL PROSTH
L8049,REPAIR MAXILLOFACIAL PROSTH
L8100,COMPRESSION STOCKING BK18-30
L8110,COMPRESSION STOCKING BK30-40
L8120,COMPRESSION STOCKING BK40-50
L8130,GC STOCKING THIGHLNGTH 18-30
L8140,GC STOCKING THIGHLNGTH 30-40
Q2012,"PEGADEMASE BOVINE, 25 IU"
Q2013,PENTASTARCH 10% SOLUTION
Q2014,"SERMORELIN ACETATE, 0.5 MG"
Q2015,"SOMATREM, 5 MG"
Q2016,"SOMATROPIN, 1 MG"
Q2017,"TENIPOSIDE, 50 MG"
Q2018,"UROFOLLITROPIN, 75 IU"
Q2019,BASILIXIMAB
Q2020,HISTRELIN ACETATE
Q2021,LEPIRUDIN
Q2022,VONWILLEBRANDFACTRCMPLXPERIU
Q3000,RUBIDIUM RB-82
Q3001,BRACHYTHERAPY RADIOELEMENTS
Q3002,GALLIUM GA 67
Q3003,TECHNETIUM TC99M BICISATE
Q3004,XENON XE 133
Q3005,TECHNETIUM TC99M MERTIATIDE
Q3006,TECHNETIUM TC99M GLUCEPATATE
Q3007,SODIUM PHOSPHATE P32
Q3008,INDIUM 111-IN PENTETREOTIDE
Q3009,TECHNETIUM TC99M OXIDRONATE
Q3010,TECHNETIUM TC99MLABELEDRBCS
S0622,PHYS EXAM FOR COLLEGE
S0625,DIGITAL SCREENING RETINA
S0630,REMOVAL OF SUTURES
S0800,LASER IN SITU KERATOMILEUSIS
S0810,PHOTOREFRACTIVE KERATECTOMY
S0812,PHOTOTHERAP KERATECT
S0820,COMPUTERIZED CORNEAL TOPOGRA
S0830,ULTRASOUND PACHYMETRY
S1001,DELUXE ITEM
S1002,CUSTOM ITEM
S1015,IV TUBING EXTENSION SET
S1016,NON-PVC INTRAVENOUS ADMINIST
S1025,INHAL NITRIC OXIDE NEONATE
S1030,GLUC MONITOR PURCHASE
S1031,GLUC MONITOR RENTAL
S1040,CRANIAL REMOLDING ORTHOSIS
S2050,"DONOR ENTERECTOMY, WITH PREP"
L5856,ELEC KNEE-SHIN SWING/STANCE
L5857,ELEC KNEE-SHIN SWING ONLY
L5858,STANCE PHASE ONLY
L5910,ENDO BELOW KNEE ALIGNABLE SY
L5920,ENDO AK/HIP ALIGNABLE SYSTEM
L5925,ABOVE KNEE MANUAL LOCK
L5930,HIGH ACTIVITY KNEE FRAME
L5940,ENDO BK ULTRA-LIGHT MATERIAL
L5950,ENDO AK ULTRA-LIGHT MATERIAL
L5960,ENDO HIP ULTRA-LIGHT MATERIA
L5962,BELOW KNEE FLEX COVER SYSTEM
L5964,ABOVE KNEE FLEX COVER SYSTEM
L5966,HIP FLEXIBLE COVER SYSTEM
L5968,MULTIAXIAL ANKLE W DORSIFLEX
L8150,GC STOCKING THIGHLNGTH 40-50
L8160,GC STOCKING FULL LNGTH 18-30
L8170,GC STOCKING FULL LNGTH 30-40
L8180,GC STOCKING FULL LNGTH 40-50
L8190,GC STOCKING WAISTLNGTH 18-30
L8195,GC STOCKING WAISTLNGTH 30-40
L8200,GC STOCKING WAISTLNGTH 40-50
L8210,GC STOCKING CUSTOM MADE
L8220,GC STOCKING LYMPHEDEMA
L8230,GC STOCKING GARTER BELT
L8239,G COMPRESSION STOCKING  NOS
L8300,TRUSS SINGLE W/ STANDARD PAD
L8310,TRUSS DOUBLE W/ STANDARD PAD
L8320,TRUSS ADDITION TO STD PAD WA
L8330,TRUSS ADD TO STD PAD SCROTAL
L8400,SHEATH BELOW KNEE
L8410,SHEATH ABOVE KNEE
L8415,SHEATH UPPER LIMB
L8417,PROS SHEATH/SOCK W GEL CUSHN
L8420,PROSTHETIC SOCK MULTI PLY BK
L8430,PROSTHETIC SOCK MULTI PLY AK
L8435,PROS SOCK MULTI PLY UPPER LM
L8440,SHRINKER BELOW KNEE
L8460,SHRINKER ABOVE KNEE
L8465,SHRINKER UPPER LIMB
Q3011,CHROMIC PHOSPHATE P32
Q3012,CYANOCOBALAMIN COBALT CO57
Q3013,VERTEPORFIN INJECTION
Q3014,TELEHEALTH FACILITY FEE
Q3015,NOT COVERED PER STATUTE
Q3016,NOT REASONABLE OR NECESSARY
Q3017,ALS ASSESSMENT
Q3019,ALS EMER TRANS NO ALS SERV
Q3020,ALS NONEMER TRANS NO ALS SER
Q3021,PED HEPATITIS B VACCINE INJ
Q3022,HEPATITIS B VACCINE ADULT DS
Q3023,INJECTION HEPATITIS BVACCINE
Q3025,IM INJ INTERFERON BETA 1-A
Q3026,SUBC INJ INTERFERON BETA-1A
Q3030,SODIUM HYALURONATE 20-25 MG
Q3031,COLLAGEN SKIN TEST
Q4001,CAST SUP BODY CAST PLASTER
Q4002,CAST SUP BODY CAST FIBERGLAS
Q4003,CAST SUP SHOULDER CAST PLSTR
Q4004,CAST SUP SHOULDER CAST FBRGL
Q4005,CAST SUP LONG ARM ADULT PLST
Q4006,CAST SUP LONG ARM ADULT FBRG
Q4007,CAST SUP LONG ARM PED PLSTER
S2052,TRANSPLANTATION OF SMALL INT
S2053,TRANSPLANTATION OF SMALL INT
S2054,TRANSPLANTATION OF MULTIVISC
S2055,HARVESTING OF DONOR MULTIVIS
S2060,LOBAR LUNG TRANSPLANTATION
S2061,DONOR LOBECTOMY (LUNG)
S2065,SIMULT PANC KIDN TRANS
S2066,BREAST GAP FLAP RECONST
S2067,BREAST STACKED DIEP/GAP
S2068,BREAST DIEP OR SIEA FLAP
S2070,CYSTO LASER TX URETERAL CALC
S2075,LAP INC/VENT HERNIA REPAIR
S2076,LAP UMBILICAL HERNIA REPAIR
L5970,FOOT EXTERNAL KEEL SACH FOOT
L5971,"SACH FOOT, REPLACEMENT"
L5972,FLEXIBLE KEEL FOOT
L5974,FOOT SINGLE AXIS ANKLE/FOOT
L5975,COMBO ANKLE/FOOT PROSTHESIS
L5976,ENERGY STORING FOOT
L5978,FT PROSTH MULTIAXIAL ANKL/FT
L5979,MULTI-AXIAL ANKLE/FT PROSTH
L5980,FLEX FOOT SYSTEM
L5981,FLEX-WALK SYS LOW EXT PROSTH
L5982,EXOSKELETAL AXIAL ROTATION U
L5984,ENDOSKELETAL AXIAL ROTATION
L5985,LWR EXT DYNAMIC PROSTH PYLON
L5986,MULTI-AXIAL ROTATION UNIT
L5987,SHANK FT W VERT LOAD PYLON
L5988,VERTICAL SHOCK REDUCING PYLO
L5989,PYLON W ELCTRNC FORCE SENSOR
L5990,USER ADJUSTABLE HEEL HEIGHT
L8470,PROS SOCK SINGLE PLY BK
L8480,PROS SOCK SINGLE PLY AK
L8485,PROS SOCK SINGLE PLY UPPER L
L8490,AIR SEAL SUCTION RETEN SYSTM
L8499,UNLISTED MISC PROSTHETIC SER
L8500,ARTIFICIAL LARYNX
L8501,TRACHEOSTOMY SPEAKING VALVE
L8505,"ARTIFICIAL LARYNX, ACCESSORY"
L8507,TRACH-ESOPH VOICE PROS PT IN
L8509,TRACH-ESOPH VOICE PROS MD IN
L8510,VOICE AMPLIFIER
L8511,INDWELLING TRACH INSERT
L8512,GEL CAP FOR TRACH VOICE PROS
L8513,TRACH PROS CLEANING DEVICE
L8514,REPL TRACH PUNCTURE DILATOR
L8515,GEL CAP APP DEVICE FOR TRACH
L8600,IMPLANT BREAST SILICONE/EQ
L8603,COLLAGEN IMP URINARY 2.5 ML
L8605,INJ BULKING AGENT ANAL CANAL
L8606,SYNTHETIC IMPLNT URINARY 1ML
L8609,ARTIFICIAL CORNEA
Q4008,CAST SUP LONG ARM PED FBRGLS
Q4009,CAST SUP SHT ARM ADULT PLSTR
Q4010,CAST SUP SHT ARM ADULT FBRGL
Q4011,CAST SUP SHT ARM PED PLASTER
Q4012,CAST SUP SHT ARM PED FBRGLAS
Q4013,CAST SUP GAUNTLET PLASTER
Q4014,CAST SUP GAUNTLET FIBERGLASS
Q4015,CAST SUP GAUNTLET PED PLSTER
Q4016,CAST SUP GAUNTLET PED FBRGLS
Q4017,CAST SUP LNG ARM SPLINT PLST
Q4018,CAST SUP LNG ARM SPLINT FBRG
Q4019,CAST SUP LNG ARM SPLNT PED P
Q4020,CAST SUP LNG ARM SPLNT PED F
Q4021,CAST SUP SHT ARM SPLINT PLST
Q4022,CAST SUP SHT ARM SPLINT FBRG
Q4023,CAST SUP SHT ARM SPLNT PED P
Q4024,CAST SUP SHT ARM SPLNT PED F
Q4025,CAST SUP HIP SPICA PLASTER
Q4026,CAST SUP HIP SPICA FIBERGLAS
S2077,LAP MESH IMPLANT HERN REP
S2078,LAP SUPRACERV HYSTERECTOMY
S2079,LAP ESOPHAGOMYOTOMY
S2080,LAUP
S2082,LAP ADJUSTABLE GASTRIC BAND
S2083,ADJUSTMENT GASTRIC BAND
S2085,LAPAROSCOP GASTRIC BYPASS
S2090,OPEN CRYOSURG RENAL
S2091,PERC CRYOSURG RENAL
S2095,TRANSCATH EMBOLIZ MICROSPHER
S2102,ISLET CELL TISSUE TRANSPLANT
S2103,ADRENAL TISSUE TRANSPLANT
S2107,ADOPTIVE IMMUNOTHERAPY
S2109,AUTOLOGOUS CHONDROCYTE TRANS
S2112,KNEE ARTHROSCP HARV
S2113,ARTHRO CHONDROCYTE IMPLANT
L5993,"HEAVY DUTY FEATURE, FOOT"
L5994,"HEAVY DUTY FEATURE, KNEE"
L5995,LOWER EXT PROS HEAVYDUTY FEA
L5999,LOWR EXTREMITY PROSTHES NOS
L6000,PART HAND THUMB REM
L6010,PART HAND LITTLE/RING
L6020,PART HAND NO FINGERS
L6025,PART HAND DISART MYOELECTRIC
L6050,WRST MLD SCK FLX HNG TRI PAD
L6055,WRST MOLD SOCK W/EXP INTERFA
L6100,ELB MOLD SOCK FLEX HINGE PAD
L6110,ELBOW MOLD SOCK SUSPENSION T
L6120,ELBOW MOLD DOUB SPLT SOC STE
L6130,ELBOW STUMP ACTIVATED LOCK H
L6200,ELBOW MOLD OUTSID LOCK HINGE
L6205,ELBOW MOLDED W/ EXPAND INTER
L8610,OCULAR IMPLANT
L8611,ORBITAL IMPLANT
L8612,AQUEOUS SHUNT PROSTHESIS
L8613,OSSICULAR IMPLANT
L8614,COCHLEAR DEVICE
L8615,COCH IMPLANT HEADSET REPLACE
L8616,COCH IMPLANT MICROPHONE REPL
L8617,COCH IMPLANT TRANS COIL REPL
L8618,COCH IMPLANT TRAN CABLE REPL
L8619,COCH IMP EXT PROC/CONTR RPLC
L8620,REPL LITHIUM ION BATTERY
L8621,REPL ZINC AIR BATTERY
L8622,REPL ALKALINE BATTERY
L8623,"LITH ION BATT CID,NON-EARLVL"
L8624,"LITH ION BATT CID, EAR LEVEL"
L8625,CHARGER COCH IMPL/AOI BATTRY
L8626,WRIST IMPLANT
L8627,CID EXT SPEECH PROCESS REPL
L8628,CID EXT CONTROLLER REPL
L8629,CID TRANSMIT COIL AND CABLE
L8630,METACARPOPHALANGEAL IMPLANT
Q4027,CAST SUP HIP SPICA PED PLSTR
Q4028,CAST SUP HIP SPICA PED FBRGL
Q4029,CAST SUP LONG LEG PLASTER
Q4030,CAST SUP LONG LEG FIBERGLASS
Q4031,CAST SUP LNG LEG PED PLASTER
Q4032,CAST SUP LNG LEG PED FBRGLS
Q4033,CAST SUP LNG LEG CYLINDER PL
Q4034,CAST SUP LNG LEG CYLINDER FB
Q4035,CAST SUP LNGLEG CYLNDR PED P
Q4036,CAST SUP LNGLEG CYLNDR PED F
Q4037,CAST SUP SHRT LEG PLASTER
Q4038,CAST SUP SHRT LEG FIBERGLASS
Q4039,CAST SUP SHRT LEG PED PLSTER
Q4040,CAST SUP SHRT LEG PED FBRGLS
Q4041,CAST SUP LNG LEG SPLNT PLSTR
Q4042,CAST SUP LNG LEG SPLNT FBRGL
Q4043,CAST SUP LNG LEG SPLNT PED P
Q4044,CAST SUP LNG LEG SPLNT PED F
Q4045,CAST SUP SHT LEG SPLNT PLSTR
Q4046,CAST SUP SHT LEG SPLNT FBRGL
S2114,ARTHROSC SH TENODESIS BICEPS
S2115,PERIACETABULAR OSTEOTOMY
S2117,"ARTHROEREISIS, SUBTALAR"
S2120,LOW DENSITY LIPOPROTEIN(LDL)
S2130,ENDO RF ABLATION SAPH VEIN
S2131,LASER ABLAT SAPHENOUS VEIN
S2135,NEUROLYSIS INTERSPACE FOOT
S2140,CORD BLOOD HARVESTING
S2142,CORD BLOOD-DERIVED STEM-CELL
S2150,BMT HARV/TRANSPL 28D PKG
S2152,SOLID ORGAN TRANSPL PKG
L6250,ELBOW INTER LOC ELBOW FORARM
L6300,SHLDER DISART INT LOCK ELBOW
L6310,SHOULDER PASSIVE RESTOR COMP
L6320,SHOULDER PASSIVE RESTOR CAP
L6350,THORACIC INTERN LOCK ELBOW
L6360,THORACIC PASSIVE RESTOR COMP
L6370,THORACIC PASSIVE RESTOR CAP
L6380,POSTOP DSG CAST CHG WRST/ELB
L6382,POSTOP DSG CAST CHG ELB DIS/
L6384,POSTOP DSG CAST CHG SHLDER/T
L6386,POSTOP EA CAST CHG & REALIGN
L6388,POSTOP APPLICAT RIGID DSG ON
L6400,BELOW ELBOW PROSTH TISS SHAP
L8631,MCP JOINT REPL 2 PC OR MORE
L8640,PATELLA IMPLANT
L8641,METATARSAL JOINT IMPLANT
L8642,HALLUX IMPLANT
L8655,HAND/FNGR FLEXOR TEND IMPLNT
L8656,HAND/FINGER EXTENSOR TENDON
L8657,TENDON IMPLANT NOT HAND/FNGR
L8658,INTERPHALANGEAL JOINT SPACER
L8659,INTERPHALANGEAL JOINT REPL
L8670,"VASCULAR GRAFT, SYNTHETIC"
L8680,IMPLT NEUROSTIM ELCTR EACH
L8681,PT PRGRM FOR IMPLT NEUROSTIM
L8682,IMPLT NEUROSTIM RADIOFQ REC
L8683,RADIOFQ TRSMTR FOR IMPLT NEU
L8684,RADIOF TRSMTR IMPLT SCRL NEU
L8685,IMPLT NROSTM PLS GEN SNG REC
L8686,IMPLT NROSTM PLS GEN SNG NON
L8687,IMPLT NROSTM PLS GEN DUA REC
V5299,HEARING SERVICE
V5336,REPAIR COMMUNICATION DEVICE
V5362,SPEECH SCREENING
V5363,LANGUAGE SCREENING
V5364,DYSPHAGIA SCREENING
1116F,AURIC/PERI PAIN ASSESSED
2035F,TYMP MEMB MOTION EXAMD
3215F,PT IMMUNITY TO HEP A DOCD
3216F,PT IMMUNITY TO HEP B DOCD
3219F,Hep c geno tstng doc¿d done
3220F,HEP C QUANT RNA TSTNG DOCD
3230F,NOTE HRING TST W/IN 6 MON
3260F,PT CAT/PN CAT/HIST GRD DOCD
4130F,TOPICAL PREP RX AOE
4131F,SYST ANTIMICROBIAL THX RX
4132F,NO SYST ANTIMICROBIAL THX RX
4133F,ANTIHIST/DECONG RX/RECOM
4134F,NO ANTIHIST/DECONG RX/RECOM
4135F,SYSTEMIC CORTICOSTEROIDS RX
4136F,SYST CORTICOSTEROIDS NOT RX
4150F,PT RECVNG ANTIVIR TXMNT HEPC
4151F,PT NOT RECVNG ANTIV HEP C
4152F,DOCD PEGINTF/RIB THXY CONSD
4153F,COMBO PEGINTF/RIB RX
4154F,HEP A VAC SERIES RECOMMENDED
G8438,PT INELIG FOR DEVLP CARE PLN
G8439,CARE PLAN DEVELP & NOT DOCUM
G8440,PAIN ASSESS F/U PLN DOCUMENT
G8441,NO DOCUMENT OF PAIN ASSESS
G8442,"DOC PAIN AS NT PERF, NOT ELG"
G8443,PRESCRIPTION BY E-PRESCRIB S
G8445,PRESCRIP NOT GEN AT ENCOUNTE
G8446,SOME PRESCRIB PRINT OR CALL
S9126,"HOSPICE CARE, IN THE HOME, P"
S9127,"SOCIAL WORK VISIT, IN THE HO"
S9128,"SPEECH THERAPY, IN THE HOME,"
S9129,"OCCUPATIONAL THERAPY, IN THE"
S9131,PT IN THE HOME PER DIEM
S9140,"DIABETIC MANAGEMENT PROGRAM,"
S9141,"DIABETIC MANAGEMENT PROGRAM,"
S9145,INSULIN PUMP INITIATION
S9150,EVALUATION BY OCULARIST
S9152,"SPEECH THERAPY, RE-EVAL"
S9200,NURSING SERVICES AND ALL NEC
S9208,HOME MGMT PRETERM LABOR
S9209,HOME MGMT PPROM
S9800,HT RN PER HOUR
S9802,HT NURSING VISIT
S9803,HT NURSING ADDL HR
S9806,RN INFUSION SUITE VISIT
S9810,HT PHARM PER HOUR
S9900,CHRISTIAN SCI PRACT VISIT
S9970,HEALTH CLUB MEMBERSHIP YR
S9975,TRANSPLANT RELATED PER DIEM
S9976,LODGING PER DIEM
S9977,MEALS PER DIEM
S9981,MED RECORD COPY ADMIN
S9982,MED RECORD COPY PER PAGE
S9986,NOT MEDICALLY NECESSARY SVC
S9988,SERV PART OF PHASE I TRIAL
S9989,SERVICES OUTSIDE US
S9990,SERVICES PROVIDED AS PART OF
S9991,SERVICES PROVIDED AS PART OF
4155F,HEP A VAC SERIES PREV RECVD
4156F,HEP B VAC SERIES RECOMMENDED
4157F,HEP B VAC SERIES PREV RECVD
4158F,PT EDU RE ALCOH DRNKNG DONE
4159F,CONTRCP TALK B/4 ANTIV TXMNT
C9236,"INJECTION, ECULIZUMAB"
51100,DRAIN BLADDER BY NEEDLE
75564,HT MRI W/FLO/VEL/STRS & DYE
89322,SEMEN ANAL STRICT CRITERIA
35523,ART BYP GRFT BRCHL-ULNR-RDL
99442,PHONE E/M PHYS/QHP 11-20 MIN
75562,CARD MRI FLOW/VEL W/DYE
29906,SUBTALAR ARTHRO W/DEB
99174,OCULAR INSTRUMNT SCREEN BIL
27769,OPTX POST ANKLE FX
29904,SUBTALAR ARTHRO W/FB RMVL
50385,CHANGE STENT VIA TRANSURETH
75559,CARDIAC MRI W/STRESS IMG
57423,REPAIR PARAVAG DEFECT LAP
G8447,PT VIS DOC USE EHR CER ATCB
G8448,PT VIS DOC W/PQRI QUAL EHR
G8449,PT NOT DOC W/EMR DUE TO SYST
G8450,BETA-BLOC RX PT W/ABN LVEF
G8451,PT W/ABN LVEF INELIG B-BLOC
G8452,PT W/ABN LVEF B-BLOC NO RX
G8453,TOB USE CESS INT COUNSEL
G8454,TOB USE CESS INT NO COUNSEL
G8455,CURRENT TOBACCO SMOKER
G8456,CURRENT SMKLESS TOBACCO USER
G8457,CUR TOBACCO NON-USER
G8459,DOC PT REC ANTIVIR TREAT
0334T,PERQ STABLJ SACROILIAC JOINT
C9131,IN ADO-TRASTUZUMAB EMTANSINE
C9736,LAP ABLATE UTERI FIBROID RF
S9210,NURSING SERVICES AND ALL NEC
S9211,HOME MGMT GEST HYPERTENSION
S9212,HM POSTPAR HYPER PER DIEM
S9213,HM PREECLAMP PER DIEM
S9214,HM GEST DM PER DIEM
S9992,TRANSPORTATION COSTS TO AND
S9994,LODGING COSTS (E.G. HOTEL CH
S9996,MEALS FOR CLINICAL TRIAL PAR
S9999,SALES TAX
T1000,PRIVATE DUTY/INDEPENDENT NSG
T1001,NURSING ASSESSMENT/EVALUATN
T1002,RN SERVICES UP TO 15 MINUTES
T1003,LPN/LVN SERVICES UP TO 15MIN
T1004,NSG AIDE SERVICE UP TO 15MIN
T1005,RESPITE CARE SERVICE 15 MIN
T1006,FAMILY/COUPLE COUNSELING
T1007,TREATMENT PLAN DEVELOPMENT
T1008,DAY TREATMENT FOR INDIVIDUAL
T1009,CHILD SITTING SERVICES
T1010,MEALS WHEN RECEIVE SERVICES
T1011,ALCOHOL/SUBSTANCE ABUSE NOC
T1012,ALCOHOL/SUBSTANCE ABUSE SKIL
T1013,SIGN LANG/ORAL INTERPRETER
T1014,"TELEHEALTH TRANSMIT, PER MIN"
T1015,CLINIC SERVICE
20555,PLACE NDL MUSC/TIS FOR RT
90662,IIV NO PRSV INCREASED AG IM
87809,ADENOVIRUS ASSAY W/OPTIC
22208,INCIS SPINE 3 COLUMN ADL SEG
95982,IO GA N-STIM SUBSQ W/REPROG
83993,ASSAY FOR CALPROTECTIN FECAL
98967,HC PRO PHONE CALL 11-20 MIN
90284,HUMAN IG SC
27267,CLTX THIGH FX
32550,INSERT PLEURAL CATH
27726,REPAIR FIBULA NONUNION
84704,HCG FREE BETACHAIN TEST
34806,ANEURYSM PRESS SENSOR ADD-ON
99408,AUDIT/DAST 15-30 MIN
49205,EXC ABD TUM OVER 10 CM
G8460,PT INELIG RNA NO ANTVIR TX
G8461,PT REC ANTIVIR TREAT HEP C
G8462,PT INELIG COUNS NO ANTVIR TX
G8463,PT REC ANTIVIRAL TREAT DOC
G8464,PT INELIG; LO TO NO DTER RSK
G8465,HIGH RISK RECURRENCE PRO CA
G8466,PT INELIG SUIC; MDD REMIS
G8467,NEW DX INIT/REC EPISODE MDD
G8468,ACE/ARB RX PT W/ABN LVEF
G8469,PT W/ABN LVEF INELIG ACE/ARB
S9216,GEST HYPER W NURS DIEM
S9217,POSTPAR HYPER W NURS DIEM
S9218,PREECLAMP W NURS DIEM
S9220,NURSING SERVICES AND ALL NEC
S9225,NURSING SERVICES AND ALL NEC
S9230,NURSING SERVICES AND ALL NEC
T1016,CASE MANAGEMENT
T1017,TARGETED CASE MANAGEMENT
T1018,SCHOOL-BASED IEP SER BUNDLED
T1019,PERSONAL CARE SER PER 15 MIN
T1020,PERSONAL CARE SER PER DIEM
T1021,HH AIDE OR CN AIDE PER VISIT
T1022,CONTRACTED SERVICES PER DAY
T1023,PROGRAM INTAKE ASSESSMENT
T1024,TEAM EVALUATION & MANAGEMENT
T1025,"PED COMPR CARE PKG, PER DIEM"
T1026,"PED COMPR CARE PKG, PER HOUR"
T1027,FAMILY TRAINING & COUNSELING
99607,MTMS BY PHARM ADDL 15 MIN
50593,PERC CRYO ABLATE RENAL TUM
33257,ABLATE ATRIA LMTD ADD-ON
57285,REPAIR PARAVAG DEFECT VAG
99605,MTMS BY PHARM NP 15 MIN
75560,CARDIAC MRI FLOW/VEL/STRESS
88381,MICRODISSECTION MANUAL
33258,ABLATE ATRIA X10SV ADD-ON
27767,CLTX POST ANKLE FX
98968,HC PRO PHONE CALL 21-30 MIN
24359,REPAIR ELBOW DEB/ATTCH OPEN
0183T,WOUND ULTRASOUND
99443,PHONE E/M PHYS/QHP 21-30 MIN
G8470,PT W/ NORMAL LVEF
G8471,LVEF NOT PERFORMED/DOC
G8472,ACE/ARB NO RX PT W/ABN LVEF
G8473,ACE/ARB THXPY RX'D
G8474,ACE/ARB NOT RX'D; DOC REAS
G8475,ACE/ARB THXPY NOT RX'D
G8476,BP SYS <140 AND DIAS <90
G8477,BP SYS>=140 AND/OR DIAS >=90
G8478,BP NOT PERFORMED/DOC
G8479,MD RX'D ACE/ARB THXPY
G8480,PT INELIG ACE/ARB THXPY
S9300,NURSING SERVICES AND ALL NEC
S9308,NURSING SERVICES AND ALL NEC
S9310,NURSING SERVICES AND ALL NEC
S9325,HIT PAIN MGMT PER DIEM
S9326,HIT CONT PAIN PER DIEM
S9327,HIT INT PAIN PER DIEM
S9328,HIT PAIN IMP PUMP DIEM
T1028,HOME ENVIRONMENT ASSESSMENT
T1029,DWELLING LEAD INVESTIGATION
T1030,RN HOME CARE PER DIEM
T1031,LPN HOME CARE PER DIEM
T1500,REUSABLE DIAPER/PANT
T1501,REUSABLE UNDERPANT
T1502,MEDICATION ADMIN VISIT
T1503,"MED ADMIN, NOT ORAL/INJECT"
T1999,NOC RETAIL ITEMS ANDSUPPLIES
T2001,N-ET; PATIENT ATTEND/ESCORT
T2002,N-ET; PER DIEM
T2003,N-ET; ENCOUNTER/TRIP
T2004,N-ET; COMMERC CARRIER PASS
T2005,N-ET; STRETCHER VAN
T2006,"AMB RESPONSE & TRT, NO TRANS"
T2007,NON-EMER TRANSPORT WAIT TIME
T2010,PASRR LEVEL I
T2011,PASRR LEVEL II
T2012,"HABIL ED WAIVER, PER DIEM"
T2013,HABIL ED WAIVER PER HOUR
75558,CARDIAC MRI FLOW/VELOCITY
87500,VANOMYCIN DNA AMP PROBE
67042,VIT FOR MACULAR HOLE
90661,CCIIV3 VAC NO PRSV 0.5 ML IM
99441,PHONE E/M PHYS/QHP 5-10 MIN
75557,CARDIAC MRI FOR MORPH
32421,THORACENTESIS FOR ASPIRATION
89331,RETROGRADE EJACULATION ANAL
86486,SKIN TEST NOS ANTIGEN
58571,TLH W/T/O 250 G OR LESS
28446,OSTEOCHONDRAL TALUS AUTOGRFT
75563,CARD MRI W/STRESS IMG & DYE
60300,ASPIR/INJ THYROID CYST
67041,VIT FOR MACULAR PUCKER
58572,TLH UTERUS OVER 250 G
93982,ANEURYSM PRESSURE SENS STUDY
29905,SUBTALAR ARTHRO W/EXC
G8481,MD NOT RX'D ACE/ARB THXPY
G8482,FLU IMMUNIZE ORDER/ADMIN
G8483,FLU IMM NO ADMIN DOC REA
G8484,FLU IMMUNIZE NO ADMIN
G9140,FRONTIER EXTENDED STAY DEMO
J1300,ECULIZUMAB INJECTION
J1568,OCTAGAM INJECTION
